epoch,loss,val_loss
0,2.403714418411255,1.7417267560958862
1,1.8914307355880737,1.4999916553497314
2,1.8863967657089233,1.3054430484771729
3,1.4705735445022583,1.1451728343963623
4,1.035164475440979,1.0478821992874146
5,1.2424781322479248,0.9151816964149475
6,1.213284969329834,0.7848352789878845
7,0.8676097989082336,0.6488689184188843
8,0.6600077152252197,0.5461559891700745
9,0.7079179286956787,0.455533504486084
10,0.6690419912338257,0.3791581392288208
11,0.49209335446357727,0.3418020009994507
12,0.43141886591911316,0.3258308172225952
13,0.49924352765083313,0.30700036883354187
14,0.49357178807258606,0.28874480724334717
15,0.4095848798751831,0.2766423225402832
16,0.3670412003993988,0.270412415266037
17,0.4414186477661133,0.2607218325138092
18,0.4144584834575653,0.24858836829662323
19,0.3687018156051636,0.2417648881673813
