epoch,loss,val_loss
0,4.883182048797607,5.090753555297852
1,5.425234794616699,4.855441570281982
2,4.531838893890381,4.585262775421143
3,5.843258857727051,4.391643047332764
4,4.629557132720947,4.379421710968018
5,4.7888569831848145,4.206118583679199
6,3.9542713165283203,4.04518985748291
7,5.337344169616699,3.879102945327759
8,4.421215057373047,3.9009950160980225
9,4.34813117980957,3.7227847576141357
10,3.508986711502075,3.5513696670532227
11,4.8514628410339355,3.3730294704437256
12,4.121724605560303,3.443031072616577
13,3.8967411518096924,3.2273950576782227
14,3.040799617767334,3.0989198684692383
15,4.393543720245361,2.929241180419922
16,3.8306357860565186,3.0262973308563232
17,3.473675012588501,2.777843713760376
18,2.5924184322357178,2.6473608016967773
19,3.890305519104004,2.4596078395843506
