epoch,loss,val_loss
0,4.5528717041015625,4.7873992919921875
1,5.203164100646973,4.6254777908325195
2,4.431110382080078,4.4482102394104
3,5.671333312988281,4.254254341125488
4,4.257446765899658,4.200355529785156
5,4.657114505767822,4.044846534729004
6,3.7836151123046875,3.8941409587860107
7,5.048795223236084,3.731760263442993
8,4.09113883972168,3.722372055053711
9,4.117347240447998,3.5856659412384033
10,3.3303611278533936,3.4695513248443604
11,4.562945365905762,3.318521022796631
12,3.963822364807129,3.315833806991577
13,3.6461894512176514,3.1729612350463867
14,2.9148621559143066,3.0868518352508545
15,4.130268096923828,2.9569995403289795
16,3.776588201522827,2.9591739177703857
17,3.221472978591919,2.8151419162750244
18,2.617520570755005,2.713552951812744
19,3.66766357421875,2.602747917175293
