epoch,loss,val_loss
0,4.213440418243408,4.070416450500488
1,3.8777847290039062,3.1248626708984375
2,3.3425369262695312,2.3306493759155273
3,2.507068634033203,1.8646652698516846
4,1.494320273399353,1.6219133138656616
5,1.7557053565979004,1.3068002462387085
6,1.5690197944641113,0.9326295256614685
7,0.9926971197128296,0.6807063221931458
8,0.6756660342216492,0.5505872964859009
9,0.7154778838157654,0.44718727469444275
10,0.639231264591217,0.3771083950996399
11,0.47211983799934387,0.3225580155849457
12,0.41201046109199524,0.3805703818798065
13,0.4917944073677063,0.2797996997833252
14,0.40699613094329834,0.2650894224643707
15,0.38473013043403625,0.24858063459396362
16,0.3453412652015686,0.26793068647384644
17,0.4496219754219055,0.2502794861793518
18,0.364713579416275,0.23807719349861145
19,0.3600946068763733,0.23392674326896667
