epoch,loss,val_loss
0,4.79298734664917,5.382073879241943
1,5.702841758728027,5.1280741691589355
2,5.013237476348877,4.813425064086914
3,6.011342525482178,4.56591272354126
4,4.394293785095215,4.484234809875488
5,4.849370956420898,4.285233020782471
6,4.084690093994141,4.074275970458984
7,5.275086402893066,3.8959691524505615
8,4.120635509490967,3.861668586730957
9,4.266536235809326,3.693325996398926
10,3.4730286598205566,3.526670217514038
11,4.7062296867370605,3.3523926734924316
12,3.831437587738037,3.33671498298645
13,3.74424147605896,3.143918991088867
14,2.874372959136963,2.9819562435150146
15,4.127110481262207,2.812730550765991
16,3.487718105316162,2.827066421508789
17,3.2215027809143066,2.6250388622283936
18,2.331909656524658,2.4760942459106445
19,3.600731611251831,2.3455896377563477
