epoch,loss,val_loss
0,7.341440677642822,6.107276439666748
1,5.972414493560791,5.934469699859619
2,6.866827011108398,5.800786972045898
3,6.366319179534912,5.676813125610352
4,6.766060829162598,5.5564751625061035
5,5.427443981170654,5.464059352874756
6,6.517094612121582,5.358986854553223
7,6.058162689208984,5.250004768371582
8,6.405462741851807,5.141559600830078
9,5.131732940673828,5.058957099914551
10,6.217660903930664,4.963768482208252
11,5.767292022705078,4.862987518310547
12,6.10496187210083,4.768650054931641
13,4.908138275146484,4.691361904144287
14,5.928643703460693,4.589093208312988
15,5.479903221130371,4.4779205322265625
16,5.800985336303711,4.372830867767334
17,4.676488876342773,4.2830915451049805
18,5.5884528160095215,4.170074462890625
19,5.150155067443848,4.043564796447754
