epoch,loss,val_loss
0,5.953238487243652,5.388490200042725
1,5.628675937652588,5.2139058113098145
2,4.301313877105713,5.117253303527832
3,6.238708019256592,4.924333095550537
4,5.301480293273926,4.727513313293457
5,5.068129539489746,4.586526870727539
6,3.927302598953247,4.499235153198242
7,5.618936538696289,4.365560054779053
8,4.833659648895264,4.28571891784668
9,4.572946071624756,4.186295032501221
10,3.6916069984436035,4.101035118103027
11,5.191246509552002,3.9859797954559326
12,4.559690475463867,3.943145751953125
13,4.095273017883301,3.841048240661621
14,3.533684253692627,3.7511634826660156
15,4.770899772644043,3.638956308364868
16,4.340034484863281,3.599947452545166
17,3.554551601409912,3.4826500415802
18,3.359071731567383,3.3766469955444336
19,4.3247785568237305,3.2569234371185303
