epoch,loss,val_loss
0,7.085275650024414,5.731189250946045
1,5.455254077911377,5.381359100341797
2,6.416069984436035,5.038463592529297
3,5.778604030609131,4.842161655426025
4,6.100996971130371,4.572689533233643
5,4.689156532287598,4.354451656341553
6,5.614445209503174,4.122424602508545
7,5.091515064239502,3.9447920322418213
8,5.33953332901001,3.693570852279663
9,4.111579418182373,3.509037733078003
10,4.862509250640869,3.2721476554870605
11,4.361049175262451,3.0840446949005127
12,4.747227191925049,3.663966655731201
13,4.5409417152404785,3.5073065757751465
14,4.754575729370117,2.6236941814422607
15,3.7034506797790527,2.406679391860962
16,4.13677453994751,2.5973403453826904
17,3.1112356185913086,2.1128313541412354
18,3.345870018005371,1.9989229440689087
19,2.9156644344329834,1.8911113739013672
