epoch,loss,val_loss
0,7.38569974899292,6.2104363441467285
1,5.656314849853516,5.971735954284668
2,6.862439155578613,5.599310398101807
3,6.1543097496032715,5.292982578277588
4,6.457225799560547,4.987165451049805
5,4.935266971588135,4.689008712768555
6,5.872646808624268,4.423829078674316
7,5.196488857269287,4.172431468963623
8,5.499572277069092,3.906139612197876
9,4.172270774841309,3.684520721435547
10,4.9603986740112305,3.418166160583496
11,4.305613994598389,3.2392578125
12,4.659706115722656,3.0574183464050293
13,3.5301096439361572,2.9385063648223877
14,4.165225982666016,2.7328572273254395
15,3.5955848693847656,2.6076419353485107
16,3.973877191543579,2.4493942260742188
17,2.9460864067077637,2.337548017501831
18,3.426746129989624,2.167983055114746
19,2.9634127616882324,2.0424551963806152
