epoch,loss,val_loss
0,4.86499547958374,5.2050018310546875
1,5.596902847290039,5.129984378814697
2,4.882797718048096,5.043631076812744
3,6.294830799102783,4.97672176361084
4,4.793929576873779,4.958083152770996
5,5.355611801147461,4.897515296936035
6,4.637278079986572,4.82787561416626
7,6.080984115600586,4.764272689819336
8,4.739981174468994,4.743095874786377
9,5.147984504699707,4.685747146606445
10,4.436826705932617,4.628911972045898
11,5.8897857666015625,4.569610118865967
12,4.667305946350098,4.544177055358887
13,4.9576616287231445,4.484769344329834
14,4.262655735015869,4.430037021636963
15,5.697717189788818,4.375095844268799
16,4.579065799713135,4.362085342407227
17,4.783496856689453,4.3084845542907715
18,4.108781814575195,4.251596450805664
19,5.525212287902832,4.195580959320068
