epoch,loss,val_loss
0,7.1867218017578125,6.579403400421143
1,6.400888442993164,6.327047824859619
2,7.170009136199951,6.084151268005371
3,7.011504650115967,5.857349872589111
4,6.464626789093018,5.6639251708984375
5,5.570496082305908,5.457232475280762
6,6.548582553863525,5.201751232147217
7,6.291379928588867,4.953702926635742
8,5.828954696655273,4.673648357391357
9,4.7895379066467285,4.311497211456299
10,5.432486057281494,4.020885944366455
11,5.138124465942383,3.8502676486968994
12,4.816102504730225,3.546178102493286
13,3.7538421154022217,3.27370285987854
14,4.3575897216796875,2.97624135017395
15,4.110784530639648,2.8436708450317383
16,3.9847352504730225,2.561466932296753
17,2.773707389831543,2.3590242862701416
18,3.364243507385254,2.146559715270996
19,3.2614047527313232,2.060641050338745
